序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(202112),净利润(202112),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
540,002054,德美化工,广东德美精细化工集团股份有限公司,广东,佛山市,19.97亿,2.31亿,1695,2006-07-25,--,,印染化学品,纺织化学品、皮革化学品、石油精细化学品,纺织化学品、皮革化学品、石油精细化学品的研发、生产、销售和提供专业服务。
541,002055,得润电子,深圳市得润电子股份有限公司,广东,深圳市,--,--,11056,2006-07-25,--,,电子零部件,电子器件、精密组件,电子连接器和精密组件的研发、生产及销售。
542,002056,横店东磁,横店集团东磁股份有限公司,浙江,金华市,126.07亿,11.20亿,15269,2006-08-02,--,,磁性材料,磁性材料、锂电池、光伏产品、器件,从事磁性材料+器件、光伏+锂电两大产业群相关产品的研发、生产、销售以及提供一站式技术解决方案的服务。
543,002057,中钢天源,中钢天源股份有限公司,安徽,马鞍山市,--,--,988,2006-08-02,--,,磁性材料,工业原料、电子元器件、冶金、矿山、机电工程专用设备、金属制品、金属制品检测,从事磁性材料和检验检测业务，其他业务包含金属制品、矿山、建材及冶金装备等。
544,002058,*ST威尔,上海威尔泰工业自动化股份有限公司,上海,上海市,--,--,183,2006-08-02,--,,电气仪表,仪器、仪表,自动化仪器仪表的研发、生产和销售。
545,002059,云南旅游,云南旅游股份有限公司,云南,昆明市,14.18亿,-3.54亿,2540,2006-08-10,--,,景区,旅游文化科技、文旅综合体运营、旅游综合服务,旅游文化科技、文旅综合体运营、旅游综合服务。
546,002060,粤水电,广东水电二局股份有限公司,广东,广州市,143.61亿,3.66亿,4181,2006-08-10,--,,水利建设,工程施工、产品销售、发电、勘测设计与咨询服务,主要业务是水利水电及轨道交通等工程建设，水力、风力、太阳能光伏清洁能源发电业务以及风电塔筒装备制造业务。
547,002061,浙江交科,浙江交通科技股份有限公司,浙江,杭州市,--,--,7034,2006-08-16,--,,聚氨酯,基建工程,基建工程业务。
548,002062,宏润建设,宏润建设集团股份有限公司,浙江,宁波市,--,--,2049,2006-08-16,--,,铁路城轨建设,建筑施工及市政基础设施投资业务、房地产业务、新能源开发业务,建筑施工、房地产开发、基础设施投资及新能源开发。
549,002063,远光软件,远光软件股份有限公司,广东,珠海市,--,--,4923,2006-08-23,--,,行业应用软件,集团管理业务,提供电力行业财务和管理信息化全面解决方案
550,002064,华峰化学,华峰化学股份有限公司,浙江,温州市,--,--,6522,2006-08-23,--,,氨纶,化学纤维、化工新材料、基础化工产品,氨纶纤维、聚氨酯原液、己二酸等聚氨酯制品材料的研发、生产与销售。
551,002065,东华软件,东华软件股份公司,北京,北京市,--,--,10202,2006-08-23,--,,行业应用软件,应用软件开发、计算机信息系统集成、信息技术服务,行业应用软件开发、计算机信息系统集成及相关服务业务。
552,002066,瑞泰科技,瑞泰科技股份有限公司,北京,北京市,45.38亿,1.29亿,2938,2006-08-23,--,,耐火材料,玻璃板块、水泥板块、钢铁业务板块,定形和不定形耐火材料以及各类耐磨材料的研发、生产、销售以及综合服务。
553,002067,景兴纸业,浙江景兴纸业股份有限公司,浙江,嘉兴市,--,--,1956,2006-09-15,--,,造纸,原纸、纸箱及纸板、生活用纸,工业包装原纸、纸箱纸板和各类生活用纸的生产和销售。
554,002068,黑猫股份,江西黑猫炭黑股份有限公司,江西,景德镇市,--,--,4159,2006-09-15,--,,其他化学制品,炭黑、焦油精制产品、白炭黑,炭黑、焦油精制和白炭黑等产品的生产与销售。
555,002069,獐子岛,獐子岛集团股份有限公司,辽宁,大连市,--,--,1899,2006-09-28,--,,海洋渔业,水产养殖、水产加工、水产贸易、冷链物流、旅游服务,从事海珍品种业、海水增养殖业、海洋食品研发与加工、冷链物流、渔业装备等产业。
556,002071,长城退,长城影视股份有限公司,江苏,苏州市,--,--,419,2006-10-12,--,,影视,影视行业、广告业、实景娱乐,影视剧的投资、制作、发行，广告营销及实景娱乐
557,002072,*ST凯瑞,凯瑞德控股股份有限公司,湖北,荆门市,--,--,21,2006-10-18,--,,其他互联网服务,互联网、煤炭贸易、租赁服务,从事煤炭贸易业务及租赁业务。
558,002073,软控股份,软控股份有限公司,山东,青岛市,--,--,2610,2006-10-18,--,,其他专用机械,橡胶装备系统、合成橡胶材料,轮胎橡胶装备与系统的研发与制造。
559,002074,国轩高科,国轩高科股份有限公司,安徽,合肥市,--,--,7817,2006-10-18,--,,电池,动力锂电池、输变电业务,动力锂电池和输配电设备两大业务板块。
560,002075,沙钢股份,江苏沙钢股份有限公司,江苏,苏州市,--,--,4284,2006-10-25,--,,普钢,钢铁,黑色金属冶炼及压延加工优特钢的生产与销售。
561,002076,ST雪莱,广东雪莱特光电科技股份有限公司,广东,佛山市,--,--,389,2006-10-25,--,,LED,电器机械及器材制造,紫外线杀菌灯、LED照明、汽车照明、锂电池生产设备。
562,002077,大港股份,江苏大港股份有限公司,江苏,镇江市,--,--,857,2006-11-16,--,,园区开发,房地产及园区开发、集成电路封装与测试、商贸物流及其他,集成电路、园区服务及房地产尾盘业务。
563,002078,太阳纸业,山东太阳纸业股份有限公司,山东,济宁市,--,--,11202,2006-11-16,--,,造纸,浆及纸制品、电及蒸汽,机制纸、纸制品、木浆、纸板的生产和销售。
564,002079,苏州固锝,苏州固锝电子股份有限公司,江苏,苏州市,24.76亿,2.21亿,1742,2006-11-16,--,,半导体分立器件,半导体整流器件二极管、导电银浆,分立器件和集成电路封测。
565,002080,中材科技,中材科技股份有限公司,江苏,南京市,202.95亿,34.75亿,18525,2006-11-20,--,,玻纤,特种纤维复合材料,风电叶片、玻璃纤维及制品、锂电池隔膜的研发、制造及销售。
566,002081,金螳螂,苏州金螳螂建筑装饰股份有限公司,江苏,苏州市,--,--,15106,2006-11-20,--,,装修装饰,建筑装饰,是一家以室内装饰为主体，融幕墙、景观、软装、家具、机电设备安装等为一体的综合性专业化装饰集团。
567,002082,万邦德,万邦德医药控股集团股份有限公司,浙江,台州市,--,--,2744,2006-11-20,--,,铝,医药制造、专用设备制造及服务、有色金属加工、有色金属贸易、其他,现代中药、化学原料药及化学制剂的研发、生产和销售。
568,002083,孚日股份,孚日集团股份有限公司,山东,潍坊市,--,--,13336,2006-11-24,--,,棉纺,毛巾系列产品、装饰布系列产品,毛巾系列产品、床上用品和装饰布艺产品的研发设计、生产供应、营销渠道建设和品牌推广。
569,002084,海鸥住工,广州海鸥住宅工业股份有限公司,广东,广州市,--,--,5577,2006-11-24,--,,卫浴,五金龙头类产品、智能家居类产品、浴缸陶瓷类产品、整装卫浴、定制橱柜、瓷砖,"装配式整装卫浴空间内高档卫生洁具,陶瓷,浴缸,淋浴房,浴室柜,整体橱柜,瓷砖等全品类部品部件的研发,制造和服务，在智能家居领域主要进行智能门户,安防工程的持续布局。"
570,002085,万丰奥威,浙江万丰奥威汽轮股份有限公司,浙江,绍兴市,--,--,11806,2006-11-28,--,,汽车零部件,汽车铝合金轮毂、摩托车铝合金轮毂、镁合金压铸产品、涂层加工、金属铸件、冲压零部件,铝合金轮毂、环保达克罗涂覆、轻量化镁合金、模具冲压件业务以及通用飞机制造业务。
571,002086,ST东洋,山东东方海洋科技股份有限公司,山东,烟台市,--,--,1032,2006-11-28,--,,海洋渔业,进料加工、来料加工、海参、HIV、HTLV检测装备、国内贸易,海水苗种繁育、养殖，水产品加工，生物科技，保税仓储物流以及体外诊断试剂的研发、生产与销售和检测服务。
572,002087,新野纺织,河南新野纺织股份有限公司,河南,南阳市,--,--,8948,2006-11-30,--,,棉纺,纱线系列产品、坯布面料系列产品,从事中高档棉纺织品的生产与销售。
573,002088,鲁阳节能,山东鲁阳节能材料股份有限公司,山东,淄博市,--,--,2554,2006-11-30,--,,耐火材料,陶瓷纤维制品、玄武岩产品,陶瓷纤维、可溶纤维、氧化铝纤维、轻质莫来石砖等耐火保温产品的研发、生产、销售、施工业务，玄武岩纤维产品的研发、生产、销售业务。
574,002089,ST新海,新海宜科技集团股份有限公司,江苏,苏州市,--,--,163,2006-11-30,--,,通信传输设备,通信制造业、计算机技术开发、LED,通信产品的研发、生产与销售业务，IDC业务，锂电材料产品的研发、生产与销售业务。
575,002090,金智科技,江苏金智科技股份有限公司,江苏,南京市,--,--,1184,2006-12-08,--,,电气自控设备,装置、系统,电力自动化业务、IT业务、电力工程设计与服务业务及新能源投资运营业务
576,002091,江苏国泰,江苏国泰国际集团股份有限公司,江苏,苏州市,--,--,13844,2006-12-08,--,,贸易,纺织服装、玩具、化工产品,供应链服务和化工新能源业务。
577,002092,中泰化学,新疆中泰化学股份有限公司,新疆,乌鲁木齐市,624.63亿,30.07亿,20678,2006-12-08,--,,氯碱,氯碱化工、纺织工业、现代贸易、物流运输,聚氯乙烯树脂、离子膜烧碱的生产和销售;粘胶纤维、纱线的生产和销售。
578,002093,国脉科技,国脉科技股份有限公司,福建,福州市,--,--,943,2006-12-15,--,,通信配套服务,物联网和相关服务、教育,物联网技术服务、物联网咨询与设计服务、物联网科学园运营与开发服务、教育服务。
579,002094,青岛金王,青岛金王应用化学股份有限公司,山东,青岛市,--,--,2799,2006-12-15,--,,化妆品,化妆品、蜡烛产品、工艺品、大宗商品贸易,新材料蜡烛及工艺制品业务、化妆品业务和供应链业务。
580,002095,生意宝,浙江网盛生意宝股份有限公司,浙江,杭州市,--,--,546,2006-12-15,--,,电子商务B2B,网络基础服务、网络信息推广服务、广告发布服、化工贸易服务、展会服务、房租收入、化工贸易,"从事互联网信息服务,电子商务,专业搜索引擎和企业应用软件开发"
581,002096,南岭民爆,湖南南岭民用爆破器材股份有限公司,湖南,长沙市,--,--,5080,2006-12-22,--,,民爆用品,民爆器材、工程爆破、运输配送,民爆器材、军品的生产、研发与销售，工程爆破服务等业务。
582,002097,山河智能,山河智能装备股份有限公司,湖南,长沙市,--,--,5706,2006-12-22,--,,工程机械,工程机械、航空装备与服务、特种装备,锚定工程机械、航空装备与服务、特种装备三大业务领域，为全球客户提供整体解决方案。
583,002098,浔兴股份,福建浔兴拉链科技股份有限公司,福建,泉州市,--,--,4165,2006-12-22,--,,服饰辅料,拉链、跨境电商,拉链业务、跨境电商出口业务。
584,002099,海翔药业,浙江海翔药业股份有限公司,浙江,台州市,--,--,3282,2006-12-26,--,,化学原料药,抗生素类、降糖类、心血管类、染料、染颜料中间体,特色原料药、制剂的生产和销售以及为国际制药企业提供定制生产、配套研发的服务;环保型活性染料、染料中间体以及颜料中间体的生产和销售。
585,002100,天康生物,天康生物股份有限公司,新疆,乌鲁木齐市,--,--,3324,2006-12-26,--,,饲料,生猪屠宰及肉制品销售、生猪、饲料、兽药、农产品加工、牛奶、代养业务,动物疫苗、饲料及饲用植物蛋白的生产及销售，种猪繁育、生猪养殖、屠宰加工及肉制品销售，融资担保业务。
586,002101,广东鸿图,广东鸿图科技股份有限公司,广东,肇庆市,--,--,7422,2006-12-29,--,,汽车零部件,汽车类压铸件、通讯设备类压铸件、机电及其他类压铸件、汽车改装、汽车饰件、股权投资,精密铝合金压铸件业务、汽车内外饰件业务、专用车业务。
587,002102,ST冠福,冠福控股股份有限公司,福建,泉州市,--,--,949,2006-12-29,--,,医药中间体,医药中间体、塑料原材料、让售材料、租金物业、融资租赁,医药中间体研发、生产、销售业务兼对维生素E研发、生产、销售业务的投资；塑贸电商业务；投资性房地产租赁经营业务；黄金采矿业务。
